0,dart,time,velocity
0.0,250.0,687.0,1700.0
0.0,250.0,861.0,1735.0
0.0,250.0,988.0,1744.0
0.0,250.0,1126.0,1749.0
0.0,250.0,1233.0,1760.0
0.0,250.0,1421.0,1870.0
0.0,250.0,1498.0,1919.0
0.0,250.0,1639.0,2015.0
0.0,250.0,1950.0,2204.0
0.0,250.0,2048.0,2285.0
0.0,250.0,2171.0,2345.0
0.0,250.0,2328.0,2469.0
0.0,250.0,2498.0,2555.0
0.0,250.0,2640.0,2629.0
0.0,250.0,2969.0,2759.0
0.0,250.0,3132.0,2804.0
0.0,250.0,3881.0,2960.0
0.0,300.0,26.0,1499.0
0.0,300.0,330.0,1620.0
0.0,300.0,474.0,1655.0
0.0,300.0,587.0,1675.0
0.0,300.0,762.0,1719.0
0.0,300.0,1014.0,1739.0
0.0,300.0,1127.0,1779.0
0.0,300.0,1334.0,1900.0
0.0,300.0,1546.0,2030.0
0.0,300.0,1832.0,2270.0
0.0,300.0,1969.0,2365.0
0.0,300.0,2154.0,2445.0
0.0,300.0,2354.0,2577.0
0.0,300.0,2567.0,2660.0
0.0,300.0,2806.0,2734.0
0.0,300.0,3080.0,2820.0
0.0,300.0,3305.0,2895.0
0.0,300.0,3780.0,3120.0
0.0,350.0,25.0,1525.0
0.0,350.0,256.0,1609.0
0.0,350.0,393.0,1655.0
0.0,350.0,562.0,1695.0
0.0,350.0,683.0,1714.0
0.0,350.0,837.0,1729.0
0.0,350.0,956.0,1755.0
0.0,350.0,1162.0,1865.0
0.0,350.0,1356.0,1975.0
0.0,350.0,1439.0,2094.0
0.0,350.0,1592.0,2179.0
0.0,350.0,1706.0,2225.0
0.0,350.0,1860.0,2315.0
0.0,350.0,2088.0,2455.0
0.0,350.0,2222.0,2555.0
0.0,350.0,2422.0,2724.0
0.0,350.0,2587.0,2814.0
0.0,350.0,3041.0,3055.0
0.0,350.0,3589.0,3395.0
0.0,400.0,20.0,1575.0
0.0,400.0,361.0,1665.0
0.0,400.0,453.0,1674.0
0.0,400.0,544.0,1694.0
0.0,400.0,643.0,1714.0
0.0,400.0,774.0,1745.0
0.0,400.0,943.0,1845.0
0.0,400.0,1110.0,1955.0
0.0,400.0,1212.0,2099.0
0.0,400.0,1293.0,2154.0
0.0,400.0,1393.0,2199.0
0.0,400.0,1538.0,2280.0
0.0,400.0,1714.0,2375.0
0.0,400.0,1879.0,2454.0
0.0,400.0,2028.0,2539.0
0.0,400.0,2240.0,2635.0
0.0,400.0,2577.0,2775.0
0.0,400.0,3052.0,3034.0
0.0,400.0,3576.0,3205.0
0.0,450.0,39.0,1635.0
0.0,450.0,367.0,1755.0
0.0,450.0,463.0,1799.0
0.0,450.0,599.0,1865.0
0.0,450.0,935.0,2145.0
0.0,450.0,1046.0,2205.0
0.0,450.0,1155.0,2229.0
0.0,450.0,1340.0,2290.0
0.0,450.0,1433.0,2329.0
0.0,450.0,1586.0,2365.0
0.0,450.0,1793.0,2529.0
0.0,450.0,2081.0,2805.0
0.0,450.0,2209.0,2880.0
0.0,450.0,2710.0,3254.0
0.0,450.0,3758.0,3870.0
0.0,500.0,36.0,1570.0
0.0,500.0,347.0,1697.0
0.0,500.0,436.0,1760.0
0.0,500.0,559.0,1840.0
0.0,500.0,672.0,1899.0
0.0,500.0,828.0,1984.0
0.0,500.0,1066.0,2150.0
0.0,500.0,1269.0,2237.0
0.0,500.0,1484.0,2262.0
0.0,500.0,1605.0,2274.0
0.0,500.0,1705.0,2317.0
0.0,500.0,1953.0,2462.0
0.0,500.0,2089.0,2616.0
0.0,500.0,2286.0,2830.0
0.0,500.0,2530.0,2964.0
0.0,500.0,2750.0,3084.0
0.0,500.0,3775.0,3465.0
0.0,550.0,22.0,1754.0
0.0,550.0,507.0,2012.0
0.0,550.0,677.0,2075.0
0.0,550.0,879.0,2150.0
0.0,550.0,1099.0,2219.0
0.0,550.0,1256.0,2310.0
0.0,550.0,1478.0,2412.0
0.0,550.0,1702.0,2492.0
0.0,550.0,2132.0,2630.0
0.0,550.0,2475.0,2755.0
0.0,550.0,3154.0,3004.0
0.0,550.0,3797.0,3217.0
0.0,600.0,63.0,1899.0
0.0,600.0,426.0,2055.0
0.0,600.0,618.0,2155.0
0.0,600.0,720.0,2184.0
0.0,600.0,904.0,2210.0
0.0,600.0,1143.0,2277.0
0.0,600.0,1426.0,2422.0
0.0,600.0,1592.0,2655.0
0.0,600.0,1735.0,2849.0
0.0,600.0,1934.0,3192.0
0.0,600.0,2498.0,3746.0
0.0,600.0,3550.0,4554.0
0.0,650.0,47.0,1579.0
0.0,650.0,251.0,1630.0
0.0,650.0,367.0,1672.0
0.0,650.0,513.0,1739.0
0.0,650.0,623.0,1809.0
0.0,650.0,1000.0,2182.0
0.0,650.0,1148.0,2332.0
0.0,650.0,1464.0,2564.0
0.0,650.0,1974.0,2944.0
0.0,650.0,2678.0,3416.0
0.0,650.0,3792.0,4020.0
0.0,700.0,28.0,1600.0
0.0,700.0,342.0,1637.0
0.0,700.0,456.0,1672.0
0.0,700.0,539.0,1714.0
0.0,700.0,631.0,1770.0
0.0,700.0,790.0,1880.0
0.0,700.0,937.0,1965.0
0.0,700.0,1030.0,2008.0
0.0,700.0,1324.0,2125.0
0.0,700.0,1512.0,2270.0
0.0,700.0,1630.0,2345.0
0.0,700.0,1920.0,2487.0
0.0,700.0,2130.0,2702.0
0.0,700.0,2271.0,2880.0
0.0,700.0,2781.0,3255.0
0.0,700.0,3537.0,3785.0
0.0,750.0,41.0,1555.0
0.0,750.0,243.0,1604.0
0.0,750.0,375.0,1650.0
0.0,750.0,487.0,1695.0
0.0,750.0,553.0,1740.0
0.0,750.0,740.0,1880.0
0.0,750.0,885.0,1950.0
0.0,750.0,970.0,2005.0
0.0,750.0,1230.0,2150.0
0.0,750.0,1347.0,2230.0
0.0,750.0,1507.0,2340.0
0.0,750.0,1627.0,2445.0
0.0,750.0,1834.0,2555.0
0.0,750.0,2038.0,2679.0
0.0,750.0,2399.0,2840.0
0.0,750.0,2982.0,3185.0
0.0,750.0,3860.0,3640.0
0.0,800.0,50.0,1520.0
0.0,800.0,344.0,1650.0
0.0,800.0,454.0,1715.0
0.0,800.0,553.0,1775.0
0.0,800.0,714.0,1885.0
0.0,800.0,877.0,1980.0
0.0,800.0,967.0,2015.0
0.0,800.0,1134.0,2095.0
0.0,800.0,1271.0,2185.0
0.0,800.0,1348.0,2244.0
0.0,800.0,1471.0,2315.0
0.0,800.0,1576.0,2395.0
0.0,800.0,1677.0,2509.0
0.0,800.0,1794.0,2589.0
0.0,800.0,1931.0,2729.0
0.0,800.0,2152.0,2969.0
0.0,800.0,2241.0,3029.0
0.0,800.0,2828.0,3394.0
0.0,800.0,3052.0,3515.0
0.0,800.0,3583.0,3755.0
0.0,850.0,36.0,1485.0
0.0,850.0,219.0,1589.0
0.0,850.0,333.0,1660.0
0.0,850.0,441.0,1780.0
0.0,850.0,624.0,1904.0
0.0,850.0,831.0,1994.0
0.0,850.0,943.0,2045.0
0.0,850.0,1111.0,2115.0
0.0,850.0,1242.0,2210.0
0.0,850.0,1351.0,2285.0
0.0,850.0,1581.0,2475.0
0.0,850.0,1727.0,2614.0
0.0,850.0,1916.0,2779.0
0.0,850.0,2149.0,2975.0
0.0,850.0,2525.0,3200.0
0.0,850.0,2929.0,3415.0
0.0,850.0,3793.0,3925.0
0.0,900.0,155.0,1929.0
0.0,900.0,426.0,1970.0
0.0,900.0,580.0,1979.0
0.0,900.0,720.0,2000.0
0.0,900.0,817.0,2025.0
0.0,900.0,1001.0,2037.0
0.0,900.0,1149.0,2075.0
0.0,900.0,1256.0,2130.0
0.0,900.0,1420.0,2225.0
0.0,900.0,1560.0,2295.0
0.0,900.0,1642.0,2330.0
0.0,900.0,1715.0,2390.0
0.0,900.0,1804.0,2445.0
0.0,900.0,1963.0,2504.0
0.0,900.0,2130.0,2555.0
0.0,900.0,2500.0,2624.0
0.0,900.0,2875.0,2684.0
0.0,900.0,3648.0,2769.0
