0,dart,time,velocity
0,199,2898,2834
0,199,2992,2885
0,199,3874,3315
0,200,45,1650
0,200,460,1685
0,200,682,1705
0,200,777,1720
0,200,950,1730
0,200,1121,1745
0,200,1192,1764
0,200,1327,1799
0,200,1500,1890
0,200,1710,2010
0,200,2080,2270
0,200,2180,2310
0,200,2272,2394
0,200,2447,2534
0,200,2568,2610
0,200,2679,2715
0,200,2898,2834
0,200,2992,2885
0,200,3874,3315
0,201,45,1650
0,201,460,1700
0,201,682,1705
0,201,773,1725
0,201,960,1750
0,201,1132,1760
0,201,1199,1764
0,201,1327,1790
0,201,1500,1890
0,201,1710,2010
0,201,2080,2270
0,201,2180,2310
0,201,2272,2394
0,201,2447,2534
0,201,2568,2610
0,201,2679,2715
0,201,2898,2834
0,201,2992,2885
0,201,3874,3315
0,202,45,1650
0,202,460,1690
0,202,663,1695
0,202,773,1715
0,202,960,1750
0,202,1132,1760
0,202,1199,1754
0,202,1316,1790
0,202,1500,1890
0,202,1710,2020
0,202,2070,2280
0,202,2172,2315
0,202,2272,2394
0,202,2447,2534
0,202,2568,2610
0,202,2679,2715
0,202,2898,2834
0,202,2992,2885
0,202,3874,3315
0,203,45,1650
0,203,460,1690
0,203,663,1695
0,203,770,1700
0,203,960,1750
0,203,1132,1760
0,203,1199,1754
0,203,1320,1785
0,203,1490,1890
0,203,1710,2020
0,203,2070,2280
0,203,2165,2335
0,203,2272,2394
0,203,2447,2534
0,203,2568,2610
0,203,2679,2715
0,203,2898,2834
0,203,2992,2885
0,203,3874,3315
0,204,45,1650
0,204,510,1680
0,204,663,1695
0,204,770,1720
0,204,941,1750
0,204,1132,1760
0,204,1199,1754
0,204,1310,1785
0,204,1490,1880
0,204,1710,2030
0,204,2070,2280
0,204,2180,2320
0,204,2272,2394
0,204,2447,2534
0,204,2568,2610
0,204,2679,2715
0,204,2898,2834
0,204,2992,2885
0,204,3874,3315
0,205,45,1650
0,205,510,1680
0,205,663,1695
0,205,770,1710
0,205,950,1740
0,205,1132,1760
0,205,1199,1754
0,205,1306,1794
0,205,1490,1880
0,205,1710,2020
0,205,2070,2290
0,205,2180,2345
0,205,2272,2394
0,205,2447,2534
0,205,2568,2610
0,205,2679,2715
0,205,2898,2834
0,205,2992,2885
0,205,3874,3315
0,206,45,1650
0,206,510,1670
0,206,663,1695
0,206,767,1705
0,206,950,1740
0,206,1132,1760
0,206,1199,1754
0,206,1320,1785
0,206,1490,1890
0,206,1710,2030
0,206,2070,2280
0,206,2180,2345
0,206,2272,2394
0,206,2447,2534
0,206,2568,2610
0,206,2679,2715
0,206,2898,2834
0,206,2992,2885
0,206,3874,3315
0,207,45,1650
0,207,439,1680
0,207,663,1695
0,207,760,1700
0,207,950,1740
0,207,1132,1760
0,207,1199,1754
0,207,1316,1790
0,207,1490,1900
0,207,1700,2020
0,207,2070,2300
0,207,2193,2370
0,207,2275,2414
0,207,2447,2534
0,207,2568,2610
0,207,2679,2715
0,207,2898,2834
0,207,2992,2885
0,207,3874,3315
0,208,45,1650
0,208,443,1655
0,208,663,1695
0,208,760,1700
0,208,950,1740
0,208,1132,1760
0,208,1199,1754
0,208,1320,1780
0,208,1490,1890
0,208,1700,2020
0,208,2070,2280
0,208,2190,2340
0,208,2275,2414
0,208,2447,2534
0,208,2568,2610
0,208,2679,2715
0,208,2898,2834
0,208,2992,2885
0,208,3874,3315
0,209,45,1650
0,209,453,1680
0,209,663,1695
0,209,760,1710
0,209,950,1740
0,209,1132,1760
0,209,1199,1754
0,209,1310,1770
0,209,1490,1890
0,209,1700,2020
0,209,2070,2280
0,209,2190,2340
0,209,2275,2414
0,209,2447,2534
0,209,2568,2610
0,209,2679,2715
0,209,2898,2834
0,209,2992,2885
0,209,3874,3315
0,210,45,1650
0,210,440,1660
0,210,663,1695
0,210,760,1710
0,210,935,1730
0,210,1132,1760
0,210,1199,1754
0,210,1302,1790
0,210,1490,1900
0,210,1700,2020
0,210,2070,2280
0,210,2190,2340
0,210,2275,2414
0,210,2447,2534
0,210,2568,2610
0,210,2679,2715
0,210,2898,2834
0,210,2992,2885
0,210,3874,3315
0,211,45,1650
0,211,440,1680
0,211,663,1695
0,211,750,1700
0,211,935,1730
0,211,1132,1760
0,211,1199,1754
0,211,1310,1770
0,211,1490,1900
0,211,1700,2020
0,211,2070,2280
0,211,2190,2340
0,211,2275,2414
0,211,2447,2534
0,211,2568,2610
0,211,2667,2679
0,211,2898,2834
0,211,2992,2885
0,211,3874,3315
0,212,45,1650
0,212,426,1680
0,212,640,1685
0,212,750,1700
0,212,935,1730
0,212,1109,1730
0,212,1199,1754
0,212,1310,1770
0,212,1490,1900
0,212,1700,2020
0,212,2070,2280
0,212,2190,2340
0,212,2275,2414
0,212,2447,2534
0,212,2568,2610
0,212,2667,2679
0,212,2898,2834
0,212,2992,2885
0,212,3874,3315
0,213,45,1650
0,213,440,1680
0,213,640,1685
0,213,750,1700
0,213,935,1730
0,213,1109,1730
0,213,1199,1754
0,213,1310,1770
0,213,1480,1890
0,213,1700,2030
0,213,2070,2280
0,213,2190,2340
0,213,2275,2414
0,213,2447,2534
0,213,2568,2610
0,213,2667,2679
0,213,2898,2834
0,213,2992,2885
0,213,3874,3315
0,214,45,1650
0,214,440,1680
0,214,640,1685
0,214,750,1710
0,214,935,1730
0,214,1109,1730
0,214,1199,1754
0,214,1310,1770
0,214,1480,1890
0,214,1700,2030
0,214,2070,2280
0,214,2190,2350
0,214,2275,2414
0,214,2447,2534
0,214,2576,2605
0,214,2667,2679
0,214,2898,2834
0,214,2992,2885
0,214,3874,3315
0,215,45,1650
0,215,440,1680
0,215,640,1685
0,215,750,1710
0,215,935,1730
0,215,1109,1730
0,215,1199,1754
0,215,1310,1780
0,215,1490,1910
0,215,1700,2030
0,215,2070,2280
0,215,2190,2340
0,215,2275,2414
0,215,2402,2490
0,215,2576,2605
0,215,2667,2679
0,215,2898,2834
0,215,2992,2885
0,215,3874,3315
0,216,45,1650
0,216,426,1680
0,216,640,1685
0,216,750,1700
0,216,935,1730
0,216,1109,1730
0,216,1199,1754
0,216,1300,1770
0,216,1480,1890
0,216,1700,2030
0,216,2070,2280
0,216,2190,2350
0,216,2275,2414
0,216,2402,2490
0,216,2576,2605
0,216,2667,2679
0,216,2898,2834
0,216,2992,2885
0,216,3874,3315
0,217,45,1650
0,217,422,1685
0,217,660,1700
0,217,750,1700
0,217,920,1740
0,217,1109,1730
0,217,1199,1754
0,217,1300,1770
0,217,1480,1900
0,217,1690,2020
0,217,2070,2280
0,217,2190,2350
0,217,2275,2414
0,217,2402,2490
0,217,2576,2605
0,217,2667,2679
0,217,2898,2834
0,217,2992,2885
0,217,3874,3315
0,218,45,1650
0,218,426,1690
0,218,660,1690
0,218,750,1700
0,218,920,1740
0,218,1097,1750
0,218,1169,1754
0,218,1296,1790
0,218,1480,1900
0,218,1690,2020
0,218,2070,2280
0,218,2190,2350
0,218,2275,2414
0,218,2402,2490
0,218,2576,2605
0,218,2667,2679
0,218,2898,2834
0,218,2992,2885
0,218,3874,3315
0,219,45,1650
0,219,418,1665
0,219,660,1690
0,219,740,1700
0,219,920,1740
0,219,1097,1750
0,219,1169,1754
0,219,1300,1770
0,219,1480,1900
0,219,1690,2020
0,219,2070,2280
0,219,2190,2350
0,219,2275,2414
0,219,2402,2490
0,219,2576,2605
0,219,2667,2679
0,219,2898,2834
0,219,2992,2885
0,219,3874,3315
0,220,45,1650
0,220,418,1665
0,220,660,1690
0,220,757,1710
0,220,920,1740
0,220,1097,1750
0,220,1169,1754
0,220,1300,1790
0,220,1480,1900
0,220,1690,2020
0,220,2070,2280
0,220,2190,2350
0,220,2275,2414
0,220,2402,2490
0,220,2576,2605
0,220,2667,2679
0,220,2898,2834
0,220,2992,2885
0,220,3874,3315
0,221,45,1650
0,221,416,1685
0,221,660,1690
0,221,740,1705
0,221,920,1740
0,221,1097,1750
0,221,1169,1754
0,221,1300,1780
0,221,1480,1900
0,221,1690,2030
0,221,2070,2280
0,221,2190,2350
0,221,2275,2414
0,221,2402,2490
0,221,2576,2605
0,221,2667,2679
0,221,2898,2834
0,221,2992,2885
0,221,3874,3315
0,222,45,1650
0,222,420,1670
0,222,650,1700
0,222,740,1705
0,222,920,1740
0,222,1097,1750
0,222,1169,1754
0,222,1290,1770
0,222,1470,1890
0,222,1690,2030
0,222,2070,2280
0,222,2190,2350
0,222,2275,2414
0,222,2402,2490
0,222,2576,2605
0,222,2667,2679
0,222,2898,2834
0,222,2992,2885
0,222,3874,3315
0,223,45,1650
0,223,398,1680
0,223,650,1710
0,223,740,1705
0,223,870,1730
0,223,1097,1750
0,223,1169,1754
0,223,1290,1770
0,223,1470,1900
0,223,1690,2030
0,223,2070,2280
0,223,2190,2350
0,223,2275,2414
0,223,2402,2490
0,223,2576,2605
0,223,2667,2679
0,223,2898,2834
0,223,2992,2885
0,223,3874,3315
0,224,45,1650
0,224,398,1680
0,224,650,1710
0,224,740,1710
0,224,870,1740
0,224,1097,1750
0,224,1169,1754
0,224,1282,1785
0,224,1470,1900
0,224,1690,2030
0,224,2070,2280
0,224,2190,2350
0,224,2275,2414
0,224,2402,2490
0,224,2576,2605
0,224,2667,2679
0,224,2898,2834
0,224,2992,2885
0,224,3874,3315
0,225,45,1650
0,225,410,1695
0,225,650,1710
0,225,740,1710
0,225,850,1740
0,225,1097,1750
0,225,1169,1754
0,225,1290,1780
0,225,1470,1890
0,225,1680,2020
0,225,2070,2280
0,225,2180,2340
0,225,2275,2414
0,225,2402,2490
0,225,2576,2605
0,225,2667,2679
0,225,2898,2834
0,225,2992,2885
0,225,3874,3315
0,226,45,1650
0,226,402,1675
0,226,650,1710
0,226,740,1710
0,226,850,1740
0,226,1097,1750
0,226,1172,1764
0,226,1290,1794
0,226,1470,1900
0,226,1680,2020
0,226,2070,2280
0,226,2180,2330
0,226,2275,2414
0,226,2402,2490
0,226,2576,2605
0,226,2667,2679
0,226,2898,2834
0,226,2992,2885
0,226,3874,3315
0,227,45,1650
0,227,402,1675
0,227,640,1690
0,227,740,1710
0,227,850,1740
0,227,1097,1750
0,227,1172,1764
0,227,1276,1780
0,227,1470,1900
0,227,1680,2020
0,227,2070,2280
0,227,2180,2340
0,227,2275,2414
0,227,2402,2490
0,227,2576,2605
0,227,2667,2679
0,227,2898,2834
0,227,2992,2885
0,227,3874,3315
0,228,45,1650
0,228,400,1680
0,228,640,1700
0,228,740,1710
0,228,860,1720
0,228,1097,1750
0,228,1172,1764
0,228,1283,1780
0,228,1470,1900
0,228,1680,2020
0,228,2070,2280
0,228,2180,2340
0,228,2275,2414
0,228,2402,2490
0,228,2562,2560
0,228,2667,2679
0,228,2898,2834
0,228,2992,2885
0,228,3874,3315
0,229,45,1650
0,229,400,1660
0,229,640,1700
0,229,730,1700
0,229,860,1720
0,229,1097,1750
0,229,1172,1764
0,229,1291,1785
0,229,1460,1890
0,229,1680,2020
0,229,2070,2280
0,229,2180,2340
0,229,2275,2414
0,229,2402,2490
0,229,2558,2594
0,229,2667,2679
0,229,2898,2834
0,229,2992,2885
0,229,3874,3315
0,230,45,1650
0,230,400,1680
0,230,625,1700
0,230,730,1700
0,230,860,1720
0,230,1097,1750
0,230,1172,1764
0,230,1272,1785
0,230,1460,1890
0,230,1680,2020
0,230,2070,2280
0,230,2180,2330
0,230,2275,2414
0,230,2402,2490
0,230,2562,2575
0,230,2667,2679
0,230,2898,2834
0,230,2992,2885
0,230,3874,3315
0,231,45,1650
0,231,400,1680
0,231,625,1700
0,231,730,1700
0,231,900,1730
0,231,1097,1750
0,231,1172,1764
0,231,1273,1785
0,231,1460,1890
0,231,1670,2010
0,231,2070,2280
0,231,2180,2330
0,231,2275,2414
0,231,2402,2490
0,231,2590,2595
0,231,2692,2684
0,231,2898,2834
0,231,2992,2885
0,231,3874,3315
0,232,45,1650
0,232,408,1665
0,232,630,1690
0,232,730,1700
0,232,900,1730
0,232,1097,1750
0,232,1172,1764
0,232,1262,1790
0,232,1460,1900
0,232,1670,2010
0,232,2070,2280
0,232,2180,2350
0,232,2275,2414
0,232,2402,2490
0,232,2590,2610
0,232,2692,2684
0,232,2898,2834
0,232,2992,2885
0,232,3874,3315
0,233,45,1650
0,233,401,1660
0,233,630,1690
0,233,716,1690
0,233,850,1720
0,233,1097,1750
0,233,1172,1764
0,233,1266,1784
0,233,1460,1900
0,233,1670,2010
0,233,2070,2280
0,233,2180,2330
0,233,2275,2414
0,233,2402,2490
0,233,2604,2605
0,233,2692,2684
0,233,2898,2834
0,233,2992,2885
0,233,3874,3315
0,234,45,1650
0,234,390,1675
0,234,630,1690
0,234,720,1690
0,234,850,1720
0,234,1063,1745
0,234,1172,1764
0,234,1273,1794
0,234,1460,1900
0,234,1670,2020
0,234,2070,2280
0,234,2180,2330
0,234,2275,2414
0,234,2402,2490
0,234,2597,2584
0,234,2692,2684
0,234,2898,2834
0,234,2992,2885
0,234,3874,3315
0,235,45,1650
0,235,390,1675
0,235,630,1690
0,235,720,1710
0,235,860,1740
0,235,1020,1740
0,235,1172,1764
0,235,1266,1795
0,235,1450,1890
0,235,1670,2020
0,235,2070,2280
0,235,2172,2345
0,235,2275,2414
0,235,2402,2490
0,235,2578,2595
0,235,2692,2684
0,235,2898,2814
0,235,3029,2890
0,235,3874,3315
0,236,45,1650
0,236,380,1680
0,236,630,1690
0,236,720,1700
0,236,886,1725
0,236,1020,1740
0,236,1138,1759
0,236,1256,1769
0,236,1450,1890
0,236,1670,2020
0,236,2070,2280
0,236,2180,2330
0,236,2275,2414
0,236,2402,2490
0,236,2601,2605
0,236,2692,2684
0,236,2898,2814
0,236,3029,2890
0,236,3874,3315
0,237,45,1650
0,237,376,1665
0,237,620,1690
0,237,720,1700
0,237,890,1730
0,237,1020,1740
0,237,1138,1759
0,237,1256,1779
0,237,1450,1890
0,237,1670,2020
0,237,2070,2280
0,237,2180,2330
0,237,2275,2414
0,237,2402,2490
0,237,2590,2585
0,237,2692,2684
0,237,2898,2814
0,237,3029,2890
0,237,3874,3315
0,238,45,1650
0,238,380,1650
0,238,620,1690
0,238,706,1695
0,238,850,1720
0,238,1020,1740
0,238,1138,1759
0,238,1263,1780
0,238,1450,1890
0,238,1660,2010
0,238,2060,2300
0,238,2180,2375
0,238,2275,2414
0,238,2402,2490
0,238,2593,2590
0,238,2692,2684
0,238,2898,2814
0,238,3029,2890
0,238,3874,3315
0,239,45,1650
0,239,387,1660
0,239,620,1690
0,239,710,1690
0,239,850,1720
0,239,1020,1740
0,239,1138,1759
0,239,1260,1790
0,239,1450,1890
0,239,1660,2010
0,239,2060,2300
0,239,2170,2330
0,239,2275,2414
0,239,2402,2490
0,239,2586,2579
0,239,2692,2684
0,239,2898,2814
0,239,3029,2890
0,239,3874,3315
0,240,45,1650
0,240,373,1660
0,240,620,1690
0,240,710,1690
0,240,850,1720
0,240,1020,1740
0,240,1138,1759
0,240,1260,1784
0,240,1440,1880
0,240,1660,2010
0,240,2060,2300
0,240,2170,2355
0,240,2275,2414
0,240,2402,2490
0,240,2593,2605
0,240,2692,2684
0,240,2898,2814
0,240,3029,2890
0,240,3874,3315
0,241,45,1650
0,241,373,1660
0,241,620,1690
0,241,710,1690
0,241,850,1720
0,241,1020,1740
0,241,1138,1759
0,241,1246,1770
0,241,1440,1880
0,241,1660,2010
0,241,2060,2295
0,241,2170,2355
0,241,2275,2414
0,241,2422,2520
0,241,2593,2605
0,241,2692,2684
0,241,2842,2774
0,241,3029,2885
0,241,3874,3315
0,242,45,1650
0,242,373,1660
0,242,606,1680
0,242,710,1705
0,242,850,1750
0,242,1020,1760
0,242,1141,1764
0,242,1264,1795
0,242,1440,1880
0,242,1660,2010
0,242,2060,2310
0,242,2170,2355
0,242,2275,2414
0,242,2430,2480
0,242,2582,2580
0,242,2692,2684
0,242,2842,2774
0,242,3029,2885
0,242,3874,3315
0,243,45,1650
0,243,373,1660
0,243,606,1680
0,243,700,1680
0,243,880,1720
0,243,1010,1740
0,243,1141,1764
0,243,1250,1789
0,243,1440,1880
0,243,1660,2010
0,243,2060,2310
0,243,2170,2355
0,243,2275,2414
0,243,2420,2470
0,243,2582,2564
0,243,2692,2684
0,243,2842,2774
0,243,3029,2885
0,243,3874,3315
0,244,45,1650
0,244,373,1660
0,244,587,1680
0,244,703,1710
0,244,880,1740
0,244,1010,1750
0,244,1141,1764
0,244,1250,1795
0,244,1440,1880
0,244,1650,2000
0,244,2063,2290
0,244,2168,2360
0,244,2275,2414
0,244,2412,2485
0,244,2582,2589
0,244,2692,2684
0,244,2842,2774
0,244,3029,2885
0,244,3874,3315
0,245,45,1650
0,245,362,1660
0,245,587,1680
0,245,700,1690
0,245,870,1740
0,245,1002,1760
0,245,1141,1764
0,245,1243,1780
0,245,1440,1880
0,245,1650,2000
0,245,2070,2300
0,245,2180,2345
0,245,2271,2389
0,245,2412,2470
0,245,2582,2589
0,245,2692,2684
0,245,2842,2774
0,245,3029,2885
0,245,3880,3420
0,246,45,1650
0,246,362,1660
0,246,590,1680
0,246,700,1710
0,246,870,1720
0,246,1000,1740
0,246,1141,1764
0,246,1240,1760
0,246,1440,1890
0,246,1650,2000
0,246,2050,2280
0,246,2183,2335
0,246,2271,2389
0,246,2412,2470
0,246,2582,2589
0,246,2692,2684
0,246,2842,2774
0,246,3029,2885
0,246,3880,3420
0,247,45,1650
0,247,417,1665
0,247,590,1680
0,247,700,1700
0,247,840,1730
0,247,1000,1740
0,247,1141,1764
0,247,1240,1760
0,247,1440,1890
0,247,1650,2000
0,247,2053,2275
0,247,2181,2335
0,247,2271,2389
0,247,2412,2470
0,247,2578,2575
0,247,2695,2664
0,247,2842,2774
0,247,3029,2885
0,247,3880,3420
0,248,45,1650
0,248,420,1650
0,248,590,1680
0,248,690,1680
0,248,840,1730
0,248,990,1750
0,248,1141,1764
0,248,1232,1790
0,248,1430,1880
0,248,1650,2010
0,248,2038,2250
0,248,2177,2335
0,248,2408,2450
0,248,2589,2560
0,248,2695,2644
0,248,2842,2774
0,248,3029,2885
0,248,3880,3420
0,249,45,1650
0,249,356,1660
0,249,590,1680
0,249,690,1680
0,249,860,1720
0,249,986,1735
0,249,1118,1749
0,249,1236,1780
0,249,1430,1870
0,249,1640,2000
0,249,2050,2300
0,249,2173,2350
0,249,2404,2479
0,249,2581,2580
0,249,2695,2644
0,249,2842,2774
0,249,3029,2885
0,249,3880,3420
0,250,45,1650
0,250,356,1660
0,250,596,1670
0,250,690,1680
0,250,862,1705
0,250,986,1735
0,250,1118,1749
0,250,1233,1770
0,250,1430,1880
0,250,1640,1990
0,250,2057,2275
0,250,2170,2345
0,250,2396,2514
0,250,2573,2609
0,250,2698,2674
0,250,2842,2774
0,250,3029,2885
0,250,3880,3310
0,251,45,1650
0,251,356,1660
0,251,576,1690
0,251,690,1690
0,251,860,1720
0,251,986,1735
0,251,1118,1749
0,251,1230,1750
0,251,1430,1880
0,251,1640,2000
0,251,2050,2300
0,251,2173,2365
0,251,2403,2565
0,251,2573,2659
0,251,2698,2744
0,251,2856,2829
0,251,3043,2945
0,251,3880,3310
0,252,45,1650
0,252,380,1680
0,252,576,1690
0,252,690,1690
0,252,830,1710
0,252,986,1735
0,252,1118,1749
0,252,1230,1765
0,252,1430,1880
0,252,1640,2000
0,252,2050,2300
0,252,2155,2360
0,252,2403,2565
0,252,2573,2659
0,252,2698,2744
0,252,2856,2829
0,252,3043,2945
0,252,3880,3310
0,253,45,1650
0,253,414,1680
0,253,576,1690
0,253,670,1700
0,253,830,1710
0,253,986,1735
0,253,1118,1749
0,253,1237,1775
0,253,1420,1870
0,253,1640,2000
0,253,2050,2300
0,253,2170,2370
0,253,2390,2530
0,253,2573,2659
0,253,2698,2744
0,253,2856,2829
0,253,3043,2945
0,253,3880,3310
0,254,45,1650
0,254,354,1680
0,254,576,1690
0,254,680,1680
0,254,830,1710
0,254,986,1735
0,254,1118,1749
0,254,1233,1775
0,254,1420,1870
0,254,1640,2000
0,254,2040,2280
0,254,2166,2345
0,254,2390,2500
0,254,2573,2659
0,254,2698,2744
0,254,2860,2835
0,254,3043,2945
0,254,3880,3310
0,255,45,1650
0,255,350,1650
0,255,571,1660
0,255,680,1680
0,255,850,1705
0,255,986,1735
0,255,1106,1749
0,255,1223,1770
0,255,1420,1870
0,255,1630,1990
0,255,2036,2270
0,255,2177,2350
0,255,2380,2500
0,255,2573,2659
0,255,2698,2744
0,255,2871,2849
0,255,3043,2945
0,255,3880,3310
0,256,56,1585
0,256,357,1610
0,256,571,1660
0,256,680,1680
0,256,850,1710
0,256,986,1735
0,256,1106,1749
0,256,1220,1775
0,256,1420,1870
0,256,1630,1990
0,256,2047,2275
0,256,2173,2345
0,256,2380,2500
0,256,2576,2639
0,256,2694,2739
0,256,2871,2849
0,256,3043,2945
0,256,3880,3310
0,257,56,1585
0,257,357,1610
0,257,571,1660
0,257,680,1680
0,257,820,1710
0,257,986,1735
0,257,1106,1749
0,257,1227,1775
0,257,1420,1880
0,257,1630,1990
0,257,2040,2300
0,257,2188,2375
0,257,2380,2500
0,257,2576,2639
0,257,2694,2739
0,257,2861,2845
0,257,3043,2945
0,257,3880,3310
0,258,56,1585
0,258,357,1610
0,258,571,1660
0,258,680,1680
0,258,820,1710
0,258,986,1735
0,258,1106,1749
0,258,1220,1775
0,258,1410,1860
0,258,1630,2000
0,258,2040,2310
0,258,2177,2370
0,258,2368,2520
0,258,2576,2639
0,258,2694,2739
0,258,2861,2845
0,258,3043,2945
0,258,3880,3310
0,259,56,1585
0,259,357,1610
0,259,568,1670
0,259,680,1680
0,259,820,1710
0,259,986,1735
0,259,1106,1749
0,259,1227,1770
0,259,1410,1860
0,259,1630,2000
0,259,2050,2290
0,259,2173,2365
0,259,2368,2520
0,259,2576,2654
0,259,2694,2739
0,259,2861,2845
0,259,3043,2945
0,259,3880,3310
0,260,56,1585
0,260,351,1620
0,260,568,1670
0,260,670,1680
0,260,840,1720
0,260,986,1735
0,260,1106,1749
0,260,1221,1779
0,260,1410,1860
0,260,1620,1990
0,260,2050,2300
0,260,2177,2390
0,260,2366,2525
0,260,2576,2654
0,260,2694,2739
0,260,2861,2845
0,260,3043,2945
0,260,3880,3310
0,261,56,1585
0,261,343,1620
0,261,568,1670
0,261,670,1690
0,261,820,1710
0,261,986,1735
0,261,1106,1749
0,261,1210,1775
0,261,1410,1880
0,261,1620,1990
0,261,2050,2300
0,261,2177,2390
0,261,2366,2525
0,261,2576,2654
0,261,2694,2739
0,261,2861,2845
0,261,3043,2945
0,261,3880,3310
0,262,56,1585
0,262,343,1620
0,262,563,1655
0,262,670,1670
0,262,810,1690
0,262,986,1735
0,262,1106,1749
0,262,1210,1785
0,262,1410,1870
0,262,1620,1990
0,262,2030,2290
0,262,2173,2380
0,262,2366,2525
0,262,2538,2619
0,262,2694,2739
0,262,2861,2845
0,262,3043,2945
0,262,3880,3310
0,263,56,1585
0,263,343,1620
0,263,547,1630
0,263,670,1670
0,263,810,1700
0,263,986,1735
0,263,1106,1749
0,263,1206,1775
0,263,1410,1880
0,263,1620,1990
0,263,2041,2275
0,263,2170,2365
0,263,2366,2525
0,263,2543,2629
0,263,2694,2739
0,263,2861,2845
0,263,3043,2945
0,263,3880,3310
0,264,56,1585
0,264,343,1620
0,264,567,1640
0,264,670,1670
0,264,810,1700
0,264,956,1720
0,264,1091,1724
0,264,1210,1740
0,264,1410,1880
0,264,1620,2000
0,264,2030,2310
0,264,2170,2380
0,264,2366,2525
0,264,2520,2609
0,264,2694,2739
0,264,2861,2845
0,264,3043,2945
0,264,3880,3310
0,265,56,1585
0,265,343,1620
0,265,567,1640
0,265,660,1670
0,265,810,1700
