line,trace,time,velocity
2320,1920,3873,3235
2320,1920,4176,3537
2320,1920,4413,3772
2320,1920,4761,3941
2320,1920,5022,4039
2320,1920,6018,3899
2320,1920,6674,3144
2320,1960,445,1785
2320,1960,621,1879
2320,1960,740,1908
2320,1960,872,1974
2320,1960,1071,2065
2320,1960,1326,2195
2320,1960,1627,2314
2320,1960,1818,2417
2320,1960,2007,2512
2320,1960,2173,2602
2320,1960,2323,2676
2320,1960,2469,2716
2320,1960,2657,2737
2320,1960,2793,2786
2320,1960,2958,2846
2320,1960,3118,2890
2320,1960,3199,2946
2320,1960,3421,3066
2320,1960,3671,3159
2320,1960,3960,3276
2320,1960,4148,3383
2320,1960,4413,3679
2320,1960,4845,4071
2320,1960,5132,4176
2320,1960,6916,3433
2320,2040,452,1816
2320,2040,601,1857
2320,2040,794,1942
2320,2040,980,2030
2320,2040,1143,2115
2320,2040,1332,2212
2320,2040,1503,2279
2320,2040,1765,2397
2320,2040,1987,2504
2320,2040,2196,2595
2320,2040,2434,2696
2320,2040,2568,2719
2320,2040,2823,2802
2320,2040,3009,2909
2320,2040,3194,2970
2320,2040,3438,3063
2320,2040,3712,3214
2320,2040,4012,3390
2320,2040,4292,3578
2320,2040,4660,3784
2320,2040,4907,4002
2320,2040,5325,4315
2320,2040,5771,4515
2320,2040,6171,4477
2320,2040,6513,4365
2320,2040,5559,3962
2320,2040,6155,3999
2320,2040,6366,4033
2320,2040,6563,3172
2320,2280,503,1800
2320,2280,628,1883
2320,2280,831,1956
2320,2280,916,1989
2320,2280,1111,2103
2320,2280,1248,2161
2320,2280,1501,2273
2320,2280,1770,2411
2320,2280,1984,2518
2320,2280,2233,2635
2320,2280,2403,2696
2320,2280,2608,2755
2320,2280,2801,2842
2320,2280,3020,2860
2320,2280,3123,2933
2320,2280,3309,3052
2320,2280,3570,3176
2320,2280,3824,3342
2320,2280,4232,3604
2320,2280,4610,3803
2320,2280,4700,4047
2320,2280,5165,4358
2320,2280,5934,3960
2320,2280,6690,3175
2320,2480,445,1785
2320,2480,681,1942
2320,2480,938,2025
2320,2480,1151,2124
2320,2480,1444,2275
2320,2480,1611,2343
2320,2480,1781,2409
2320,2480,1861,2466
2320,2480,1978,2538
2320,2480,2122,2628
2320,2480,2271,2657
2320,2480,2451,2755
2320,2480,2659,2871
2320,2480,2978,2907
2320,2480,3164,2915
2320,2480,3259,2965
2320,2480,3519,3104
2320,2480,3856,3354
2320,2480,4227,3687
2320,2480,4576,3920
2320,2480,5062,4097
2320,2480,5783,4336
2320,2480,6105,4150
2320,2480,7031,3688
2360,920,535,1801
2360,920,608,1849
2360,920,893,1993
2360,920,1039,2094
2360,920,1544,2331
2360,920,1745,2410
2360,920,1921,2489
2360,920,2014,2521
2360,920,2079,2584
2360,920,2163,2615
2360,920,2398,2631
2360,920,2477,2635
2360,920,2621,2719
2360,920,2817,2786
2360,920,2988,2833
2360,920,3158,2934
2360,920,3305,2973
2360,920,3407,3048
2360,920,3610,3133
2360,920,3942,3244
2360,920,4294,3503
2360,920,4850,4091
2360,920,5219,4223
2360,920,6070,4356
2360,1040,478,1787
2360,1040,648,1880
2360,1040,1007,2039
2360,1040,1255,2201
2360,1040,1534,2276
2360,1040,1758,2386
2360,1040,1938,2456
2360,1040,2180,2587
2360,1040,2317,2652
2360,1040,2489,2742
2360,1040,2707,2707
2360,1040,2828,2717
2360,1040,2958,2814
2360,1040,3158,2915
2360,1040,3409,3000
2360,1040,3573,3111
2360,1040,3768,3242
2360,1040,4064,3337
2360,1040,4285,3504
2360,1040,4563,3803
2360,1040,4904,4018
2360,1040,5157,3988
2360,1040,5306,4030
2360,1040,5410,3863
2360,1360,492,1798
2360,1360,642,1876
2360,1360,978,2036
2360,1360,1111,2092
2360,1360,1677,2354
2360,1360,1699,2322
2360,1360,1972,2440
2360,1360,2197,2550
2360,1360,2452,2688
2360,1360,2623,2779
2360,1360,2728,2800
2360,1360,2996,2864
2360,1360,3271,2964
2360,1360,3602,3097
2360,1360,3827,3238
2360,1360,4072,3382
2360,1360,4274,3526
2360,1360,4521,3696
2360,1360,4963,4024
2360,1360,5544,4340
2360,1360,6213,4465
2360,1360,6698,4311
2360,1360,6824,3919
2360,1360,6793,3469
2360,1360,6778,3027
2360,1360,6835,2106
2360,1560,519,1818
2360,1560,755,1933
2360,1560,1028,2040
2360,1560,1231,2123
2360,1560,1542,2277
2360,1560,1565,2255
2360,1560,1753,2351
2360,1560,1975,2445
2360,1560,2300,2607
2360,1560,2483,2702
2360,1560,2633,2761
2360,1560,2736,2784
2360,1560,3079,2844
2360,1560,3273,2931
2360,1560,3454,3021
2360,1560,3719,3159
2360,1560,4037,3352
2360,1560,4357,3600
2360,1560,4713,3898
2360,1560,5205,3996
2360,1560,5341,3929
2360,1560,5704,4119
2360,1560,6304,4472
2360,1560,6779,3826
2360,1560,6651,2429
2360,1760,526,1815
2360,1760,633,1861
2360,1760,867,1961
2360,1760,1025,2043
2360,1760,1242,2142
2360,1760,1505,2264
2360,1760,1517,2232
2360,1760,1668,2304
2360,1760,1909,2412
2360,1760,2236,2563
2360,1760,2418,2657
2360,1760,2578,2732
2360,1760,2727,2796
2360,1760,2959,2812
2360,1760,3111,2892
2360,1760,3319,2984
2360,1760,3490,3042
2360,1760,3571,3153
2360,1760,3809,3303
2360,1760,4067,3412
2360,1760,4227,3537
2360,1760,4471,3707
2360,1760,4732,3836
2360,1760,4982,3896
2360,1760,5179,4080
2360,1760,5464,3933
2360,1840,502,1791
2360,1840,670,1865
2360,1840,755,1911
2360,1840,913,1988
2360,1840,1078,2078
2360,1840,1412,2231
2360,1840,1395,2187
2360,1840,1619,2281
2360,1840,1850,2395
2360,1840,2103,2515
2360,1840,2394,2651
2360,1840,2506,2719
2360,1840,2635,2759
2360,1840,2839,2742
2360,1840,2934,2798
2360,1840,3069,2893
2360,1840,3259,2941
2360,1840,3349,2999
2360,1840,3579,3123
2360,1840,3861,3282
2360,1840,4149,3413
2360,1840,4422,3586
2360,1840,4694,3778
2360,1840,5068,4164
2360,1840,5284,4189
2360,1840,5536,4336
2360,1840,6722,4601
2360,2120,552,1773
2360,2120,657,1837
2360,2120,895,1967
2360,2120,1161,2105
2360,2120,1479,2262
2360,2120,1603,2284
2360,2120,1711,2332
2360,2120,1952,2454
2360,2120,2186,2554
2360,2120,2522,2724
2360,2120,2579,2746
2360,2120,2732,2825
2360,2120,2966,2844
2360,2120,3120,2919
2360,2120,3342,3039
2360,2120,3575,3082
2360,2120,3623,3155
2360,2120,3860,3347
2360,2120,4085,3482
2360,2120,4138,3696
2360,2120,4443,3826
2360,2120,4650,3880
2360,2120,4894,3858
2360,2120,5138,3796
2360,2280,479,1813
2360,2280,680,1883
2360,2280,823,1946
2360,2280,939,2009
2360,2280,1117,2108
2360,2280,1341,2212
2360,2280,1501,2281
2360,2280,1550,2267
2360,2280,1752,2357
2360,2280,1932,2442
2360,2280,2264,2603
2360,2280,2427,2674
2360,2280,2599,2753
2360,2280,2748,2803
2360,2280,3022,2935
2360,2280,3288,2976
2360,2280,3423,3075
2360,2280,3677,3224
2360,2280,3951,3356
2360,2280,4133,3538
2360,2280,4470,3818
2360,2280,4798,3947
2360,2280,4964,4071
2360,2280,5443,4292
2360,2280,6056,4551
2360,2280,6410,3659
2400,840,554,1796
2400,840,649,1884
2400,840,769,1943
2400,840,944,2025
2400,840,1074,2099
2400,840,1226,2161
2400,840,1436,2260
2400,840,1439,2225
2400,840,1643,2324
2400,840,1938,2458
2400,840,2163,2558
2400,840,2289,2626
2400,840,2518,2746
2400,840,2736,2798
2400,840,2907,2829
2400,840,3191,2931
2400,840,3457,3033
2400,840,3694,3155
2400,840,3937,3320
2400,840,4177,3479
2400,840,4371,3684
2400,840,4464,3798
2400,840,4767,4000
2400,840,5162,4089
2400,840,5297,3952
2400,840,5566,3843
2400,840,6024,3295
2400,920,522,1818
2400,920,675,1917
2400,920,850,1969
2400,920,999,2039
2400,920,1257,2167
2400,920,1566,2310
2400,920,1690,2332
2400,920,1901,2424
2400,920,2206,2576
2400,920,2448,2698
2400,920,2553,2743
2400,920,2787,2764
2400,920,2952,2784
2400,920,3089,2868
2400,920,3379,3013
2400,920,3653,3129
2400,920,3968,3303
2400,920,4250,3557
2400,920,4492,3757
2400,920,4812,3972
2400,920,5346,4091
2400,920,5550,4126
2400,920,5896,4221
2400,920,6397,4472
2400,920,6954,3950
2400,920,6805,2536
2400,1160,532,1810
2400,1160,721,1904
2400,1160,862,1967
2400,1160,1046,2055
2400,1160,1161,2127
2400,1160,1374,2231
2400,1160,1517,2249
2400,1160,1725,2340
2400,1160,1959,2437
2400,1160,2166,2544
2400,1160,2433,2695
2400,1160,2561,2748
2400,1160,2766,2745
2400,1160,2876,2756
2400,1160,3060,2865
2400,1160,3331,2962
2400,1160,3538,3035
2400,1160,3656,3093
2400,1160,3688,3195
2400,1160,3837,3239
2400,1160,3730,3420
2400,1160,3682,3379
2400,1160,4058,3623
2400,1160,4863,3700
2400,1240,473,1820
2400,1240,839,1990
2400,1240,1062,2063
2400,1240,1247,2140
2400,1240,1469,2234
2400,1240,1639,2325
2400,1240,1891,2463
2400,1240,1978,2482
2400,1240,2068,2485
2400,1240,2334,2618
2400,1240,2491,2692
2400,1240,2709,2794
2400,1240,2968,2852
2400,1240,3169,2896
2400,1240,3432,3011
2400,1240,3732,3159
2400,1240,4063,3332
2400,1240,4258,3460
2400,1240,4155,3402
2400,1240,3838,3191
2400,1240,3602,3152
2400,1240,3618,3365
2400,1240,4187,3553
2400,1240,4974,3682
2400,1320,489,1824
2400,1320,676,1897
2400,1320,861,1972
2400,1320,1017,2050
2400,1320,1280,2169
2400,1320,1467,2247
2400,1320,1693,2375
2400,1320,1953,2487
2400,1320,2216,2609
2400,1320,2255,2617
2400,1320,2280,2595
2400,1320,2470,2678
2400,1320,2719,2799
2400,1320,2989,2856
2400,1320,3186,2911
2400,1320,3442,3028
2400,1320,3768,3222
2400,1320,4202,3415
2400,1320,4499,3555
2400,1320,4621,3704
2400,1320,4962,3984
2400,1320,5582,4289
2400,1320,6176,4430
2400,1320,6659,4306
2400,1320,6734,3960
2400,1320,6808,3740
2400,1320,6931,3453
2400,1320,6868,3192
2400,1320,6897,2307
2400,1720,513,1824
2400,1720,599,1866
2400,1720,831,1952
2400,1720,1079,2063
2400,1720,1219,2131
2400,1720,1399,2217
2400,1720,1632,2323
2400,1720,1816,2366
2400,1720,1994,2447
2400,1720,2267,2566
2400,1720,2472,2681
2400,1720,2680,2798
2400,1720,2791,2797
2400,1720,2992,2829
2400,1720,3236,2948
2400,1720,3514,3073
2400,1720,3785,3180
2400,1720,4083,3347
2400,1720,4374,3580
2400,1720,4689,3869
2400,1720,5103,4061
2400,1720,5426,4144
2400,1720,5750,4317
2400,1720,6054,4429
2400,1720,6474,4530
2400,1720,7095,4158
2400,1720,7072,2681
2400,1840,506,1786
2400,1840,629,1869
2400,1840,793,1936
2400,1840,898,1983
2400,1840,1079,2074
2400,1840,1260,2155
2400,1840,1339,2171
2400,1840,1512,2233
2400,1840,1698,2333
2400,1840,1890,2423
2400,1840,2170,2551
2400,1840,2393,2653
2400,1840,2584,2738
2400,1840,2713,2795
2400,1840,2949,2779
2400,1840,3048,2856
2400,1840,3189,2957
2400,1840,3414,3051
2400,1840,3621,3177
2400,1840,3963,3395
2400,1840,4443,3732
2400,1840,4831,3930
2400,1840,5064,4069
2400,1840,5436,4243
2400,1840,5875,4367
2400,1840,6041,4355
2400,1840,6166,4317
2400,1840,6743,4000
2400,2040,523,1806
2400,2040,895,1960
2400,2040,961,2000
2400,2040,1312,2182
2400,2040,1390,2185
2400,2040,1607,2289
2400,2040,1730,2355
2400,2040,1998,2475
2400,2040,2200,2569
2400,2040,2450,2686
2400,2040,2632,2764
2400,2040,2785,2813
2400,2040,3028,2832
2400,2040,3110,2907
2400,2040,3266,3005
2400,2040,3512,3126
2400,2040,3826,3308
2400,2040,4302,3640
2400,2040,4756,3923
2400,2040,4997,4039
2400,2040,5233,4120
2400,2040,5604,4267
2400,2040,6107,4357
2400,2040,6387,4248
2400,2040,6972,3698
2400,2280,478,1766
2400,2280,863,1957
2400,2280,1005,2038
2400,2280,1148,2118
2400,2280,1520,2287
2400,2280,1625,2298
2400,2280,1756,2359
2400,2280,1909,2437
2400,2280,2108,2532
2400,2280,2328,2633
2400,2280,2531,2702
2400,2280,2866,2823
2400,2280,3122,2906
2400,2280,3265,3010
2400,2280,3552,3138
2400,2280,3805,3295
2400,2280,4097,3505
2400,2280,4429,3729
2400,2280,4891,3934
2400,2280,5181,4128
2400,2280,5501,4339
2400,2280,5900,4454
2400,2280,6638,4451
2400,2280,7013,4264
2400,2280,7139,3874
2400,2280,7019,3411
2400,2280,6926,2357
2440,840,490,1768
2440,840,642,1871
2440,840,792,1947
2440,840,1022,2052
2440,840,1065,2061
2440,840,1246,2149
2440,840,1463,2262
2440,840,1686,2370
2440,840,1934,2479
2440,840,2161,2587
2440,840,2328,2678
2440,840,2465,2731
2440,840,2602,2723
2440,840,2895,2785
2440,840,3104,2864
2440,840,3329,2958
2440,840,3560,3073
2440,840,3805,3196
2440,840,4002,3401
2440,840,4225,3618
2440,840,4563,3906
2440,840,4959,4037
2440,840,5249,4092
2440,840,5835,4313
2440,840,6477,4551
2440,840,7013,3786
2440,840,6815,2860
2440,840,6828,2254
2440,1320,493,1806
2440,1320,899,1982
2440,1320,983,2025
2440,1320,1239,2149
2440,1320,1407,2233
2440,1320,1591,2323
2440,1320,1790,2412
2440,1320,2104,2550
2440,1320,2248,2610
2440,1320,2414,2687
2440,1320,2598,2748
2440,1320,2793,2764
2440,1320,3012,2823
2440,1320,3232,2928
2440,1320,3491,3026
2440,1320,3723,3137
2440,1320,4018,3308
2440,1320,4274,3549
2440,1320,4616,3836
2440,1320,5068,3909
2440,1320,5026,3800
2440,1320,5195,3861
2440,1320,5389,4027
2440,1320,5592,3364
2440,1360,493,1838
2440,1360,788,1950
2440,1360,886,1978
2440,1360,1090,2082
2440,1360,1037,2037
2440,1360,1248,2146
2440,1360,1406,2224
2440,1360,1503,2270
2440,1360,1692,2357
2440,1360,1986,2493
2440,1360,2245,2597
2440,1360,2458,2674
2440,1360,2685,2733
2440,1360,2943,2817
2440,1360,3047,2859
2440,1360,3281,2953
2440,1360,3520,3101
2440,1360,3806,3289
2440,1360,4154,3487
2440,1360,4500,3661
2440,1360,4811,3813
2440,1360,5013,4003
2440,1360,5262,4237
2440,1360,6109,4527
2440,1360,6568,4376
2440,1360,6855,4213
2440,1360,6821,3895
2440,1360,6896,3660
2440,1360,6919,3283
2440,1360,6916,3433
2440,1520,452,1816
2440,1520,580,1856
2440,1520,802,1951
2440,1520,1050,2067
2440,1520,1261,2159
2440,1520,1423,2234
2440,1520,1638,2327
2440,1520,1796,2407
2440,1520,2012,2508
2440,1520,2222,2610
2440,1520,2442,2707
2440,1520,2656,2774
2440,1520,2883,2769
2440,1520,3000,2821
2440,1520,3177,2942
2440,1520,3516,3088
2440,1520,3848,3221
2440,1520,4137,3387
2440,1520,4287,3530
2440,1520,4505,3625
2440,1520,4627,3764
2440,1520,4915,4036
2440,1520,5362,4354
2440,1520,6053,4435
2440,1520,6291,3968
2440,1520,6916,3433
2440,1640,452,1816
2440,1640,591,1866
2440,1640,816,1963
2440,1640,1046,2067
2440,1640,1200,2148
2440,1640,1434,2241
2440,1640,1538,2278
2440,1640,1730,2379
2440,1640,1982,2497
2440,1640,2222,2601
2440,1640,2476,2709
2440,1640,2627,2743
2440,1640,2858,2794
2440,1640,3073,2899
2440,1640,3339,2930
2440,1640,3496,3036
2440,1640,3732,3216
2440,1640,4130,3455
2440,1640,4499,3661
2440,1640,4814,3837
2440,1640,5040,3984
2440,1640,5338,4231
2440,1640,5935,4486
2440,1640,6341,4454
2440,1640,6773,4317
2440,1640,5670,3920
2440,1640,6159,3968
2440,1640,6437,3914
2440,1640,6554,3098
2440,2000,501,1804
2440,2000,600,1868
2440,2000,794,1938
2440,2000,1013,2039
2440,2000,1206,2134
2440,2000,1335,2194
2440,2000,1505,2271
2440,2000,1746,2393
2440,2000,1976,2514
2440,2000,2231,2617
2440,2000,2445,2692
2440,2000,2606,2724
2440,2000,2853,2825
2440,2000,3024,2926
2440,2000,3196,2986
2440,2000,3483,3082
2440,2000,3734,3222
2440,2000,4008,3422
2440,2000,4322,3618
2440,2000,4565,3769
2440,2000,4863,3929
2440,2000,5140,4124
2440,2000,4497,3623
2440,2000,5176,4094
2440,2000,5505,4228
2440,2000,5753,4211
2440,2000,6002,4234
2440,2000,6137,4215
2440,2000,6137,4042
2440,2000,5909,3979
2440,2000,6538,3804
2440,2240,518,1831
2440,2240,665,1873
2440,2240,862,1982
2440,2240,1055,2062
2440,2240,1261,2173
2440,2240,1431,2238
2440,2240,1646,2340
2440,2240,1809,2424
2440,2240,1951,2512
2440,2240,2211,2642
2440,2240,2377,2693
2440,2240,2607,2752
2440,2240,2810,2852
2440,2240,3073,2889
2440,2240,3198,2970
2440,2240,3509,3122
2440,2240,3842,3258
2440,2240,4118,3403
2440,2240,4421,3660
2440,2240,4768,3962
2440,2240,5112,4118
2440,2240,5452,4192
2440,2240,5885,4249
2440,2240,6317,4221
2440,2240,6564,4200
2440,2240,7043,3718
2440,2240,6938,2557
2440,2400,478,1795
2440,2400,562,1864
2440,2400,788,1962
2440,2400,972,2040
2440,2400,1174,2138
2440,2400,1323,2213
2440,2400,1556,2316
2440,2400,1749,2419
2440,2400,2008,2557
2440,2400,2228,2640
2440,2400,2447,2715
2440,2400,2661,2763
2440,2400,2837,2824
2440,2400,3040,2953
2440,2400,3300,2999
2440,2400,3500,3108
2440,2400,3749,3287
2440,2400,4027,3428
2440,2400,4323,3602
2440,2400,4612,3811
2440,2400,4915,4041
2440,2400,5334,4236
2440,2400,5699,4335
2440,2400,6130,4378
2440,2400,6592,4210
2440,2400,6736,3965
2440,2400,7109,3085
2480,800,428,1782
2480,800,634,1882
2480,800,750,1941
2480,800,877,2001
2480,800,934,2025
2480,800,1116,2125
2480,800,1370,2236
2480,800,1583,2337
2480,800,1816,2450
2480,800,2109,2584
2480,800,2335,2663
2480,800,2543,2758
2480,800,2703,2817
2480,800,2985,2831
2480,800,3150,2882
2480,800,3316,3073
2480,800,3502,3119
2480,800,3791,3195
2480,800,4049,3424
2480,800,4216,3576
2480,800,4503,3432
2480,800,4086,3172
2480,800,4021,3326
2480,800,4620,3509
2480,800,5462,3413
2480,1040,465,1840
2480,1040,719,1917
2480,1040,984,2029
2480,1040,1233,2136
2480,1040,1381,2201
2480,1040,1560,2312
2480,1040,1786,2431
2480,1040,2108,2578
2480,1040,2383,2672
2480,1040,2650,2747
2480,1040,2937,2854
2480,1040,3027,2864
2480,1040,3315,2948
2480,1040,3521,3050
2480,1040,3812,3226
2480,1040,4172,3423
2480,1040,3877,3268
2480,1040,4030,3437
2480,1040,4293,3595
2480,1040,4622,3845
2480,1040,4886,4034
2480,1040,5428,4240
2480,1040,5688,4276
2480,1040,6227,4319
2480,1040,6606,4175
2480,1040,6913,3928
2480,1040,7136,3579
2480,1040,6985,2587
2480,1200,439,1787
2480,1200,692,1917
2480,1200,847,1980
2480,1200,955,2025
2480,1200,1093,2109
2480,1200,1189,2152
2480,1200,1427,2249
2480,1200,1613,2341
2480,1200,1862,2467
2480,1200,2134,2581
2480,1200,2447,2697
2480,1200,2644,2769
2480,1200,2833,2836
2480,1200,3083,2855
2480,1200,3244,3051
2480,1200,3433,3076
2480,1200,3667,3119
2480,1200,3953,3256
2480,1200,4163,3487
2480,1200,4251,3380
2480,1200,3887,3318
2480,1200,3675,3352
2480,1200,3802,3537
2480,1200,4309,3870
2480,1200,4793,4159
2480,1200,5412,4177
2480,1360,523,1775
2480,1360,688,1874
2480,1360,911,1992
2480,1360,1113,2082
2480,1360,1319,2168
