line,trace,time,velocity
250,2650,2356,3934
250,2650,2616,4008
250,2650,2761,4062
250,2650,2895,4110
250,2650,3191,4124
250,2650,3404,4169
250,2650,3826,4159
250,2650,4023,4333
250,2700,249,2171
250,2700,359,2378
250,2700,1689,3591
250,2700,1880,3723
250,2700,2267,3904
250,2700,2434,3943
250,2700,2661,4004
250,2700,2809,4048
250,2700,3075,4071
250,2700,3250,4108
250,2700,3876,4182
250,2700,4172,4408
250,2750,528,2551
250,2750,840,2900
250,2750,1644,3502
250,2750,1778,3593
250,2750,2336,3894
250,2750,2729,4010
250,2750,2879,4039
250,2750,2991,4053
250,2750,3298,3999
250,2750,3488,4095
250,2750,3945,4216
250,2800,491,2307
250,2800,869,2823
250,2800,1023,3130
250,2800,1529,3478
250,2800,1859,3571
250,2800,2401,3852
250,2800,2785,3989
250,2800,2944,4030
250,2800,3133,4164
250,2850,555,2248
250,2850,753,2575
250,2850,1297,3448
250,2850,1689,3545
250,2850,1933,3572
250,2850,2460,3834
250,2850,2850,4003
250,2850,3002,4042
250,2850,4106,4232
250,2900,750,2458
250,2900,1510,3397
250,2950,347,1912
250,2950,426,1946
250,2950,580,2134
250,2950,691,2244
250,2950,846,2496
250,2950,1032,2825
250,2950,1206,2982
250,2950,1632,3344
250,3000,1059,2693
250,3050,78,6141
280,850,1071,3251
280,850,1213,3389
280,850,2468,4106
280,900,962,3150
280,900,1165,3305
280,900,1242,3351
280,900,1788,3925
280,900,2424,4180
280,900,2580,4342
280,900,3099,4422
280,900,3386,4475
280,950,1202,3592
280,950,1387,3658
280,950,1761,3984
280,950,1931,3970
280,950,2082,4175
280,950,2385,4279
280,950,2772,4601
280,950,3565,4407
280,1000,203,1911
280,1000,896,3319
280,1000,1261,3617
280,1000,1508,3775
280,1000,2094,4238
280,1000,2332,4294
280,1000,2627,4398
280,1050,1030,3518
280,1050,1774,3981
280,1050,2068,4149
280,1050,2309,4241
280,1100,751,3055
280,1100,995,3502
280,1100,1094,3585
280,1100,2270,4236
280,1100,3515,4702
280,1100,3666,4501
280,1150,272,2296
280,1150,405,2397
280,1150,926,3414
280,1150,1155,3504
280,1150,1342,3748
280,1150,1710,3944
280,1150,2168,4403
280,1200,934,3440
280,1200,2109,4590
280,1250,1289,3768
280,1300,654,2893
280,1300,2584,4620
280,1300,3190,4776
280,1350,357,2330
280,1350,909,3251
280,1350,3189,4911
280,1400,2417,4339
280,1400,2629,4422
280,1450,3517,4689
280,1450,4008,4532
280,1500,1531,4098
280,1550,595,2812
280,1650,703,3208
280,1650,3556,4429
280,1700,705,2997
280,1750,464,2561
280,1850,1028,3254
280,1850,2403,4441
280,1950,2809,4586
280,1950,3795,4869
280,2000,806,2915
280,2000,2443,4433
280,2000,2534,4462
280,2000,3391,4844
280,2100,2745,4184
280,2100,3925,4603
280,2100,4172,4492
280,2150,352,2379
280,2150,478,2548
280,2150,1293,3454
280,2150,2204,4002
280,2150,2683,4056
280,2150,3920,4529
280,2300,1111,3434
280,2300,1299,3525
280,2300,2237,4025
280,2300,2451,4082
280,2300,2604,4208
280,2300,2791,4222
280,2300,3082,4396
280,2300,3189,4363
280,2300,3672,4482
280,2300,3830,4513
280,2350,959,3314
280,2350,1122,3447
280,2350,1466,3616
280,2350,1944,3983
280,2350,2201,4049
280,2350,2411,4104
280,2350,2580,4224
280,2350,2736,4254
280,2350,3136,4358
280,2350,3450,4416
280,2350,3630,4495
280,2350,3876,4550
280,2400,807,3324
280,2400,1127,3481
280,2400,1344,3549
280,2400,1548,3729
280,2400,1948,3964
280,2400,2180,4018
280,2400,2391,4091
280,2400,2534,4178
280,2400,2666,4261
280,2400,3617,4511
280,2400,3795,4531
280,2400,3953,4798
280,2400,4244,4733
280,2400,4402,4789
280,2450,471,2954
280,2450,592,3139
280,2450,1188,3536
280,2450,1387,3607
280,2450,1491,3667
280,2450,1815,3903
280,2450,1954,3958
280,2450,2182,4021
280,2450,2383,4046
280,2450,2529,4127
280,2450,2699,4182
280,2450,3618,4494
280,2450,3742,4581
280,2450,3945,4709
280,2500,665,3135
280,2500,921,3451
280,2500,1180,3573
280,2500,1286,3577
280,2500,1504,3689
280,2500,1981,3983
280,2500,2184,4010
280,2500,2393,4026
280,2500,2536,4091
280,2500,2683,4121
280,2500,2828,4170
280,2500,2971,4263
280,2500,3260,4268
280,2500,3515,4415
280,2500,3638,4501
280,2500,3875,4529
280,2500,4417,4570
280,2550,342,2642
280,2550,459,2941
280,2550,807,3305
280,2550,1440,3632
280,2550,2005,3976
280,2550,2152,3997
280,2550,2359,4008
280,2550,2420,4026
280,2550,2565,4135
280,2550,2709,4131
280,2550,2839,4138
280,2550,2977,4190
280,2550,3649,4374
280,2550,3901,4459
280,2550,4077,4602
280,2600,403,2554
280,2600,599,3175
280,2600,1361,3546
280,2600,1468,3608
280,2600,1657,3729
280,2600,2043,3951
280,2600,2201,4027
280,2600,2458,4043
280,2600,2593,4086
280,2600,2720,4091
280,2600,2851,4140
280,2600,3035,4230
280,2600,3876,4252
280,2600,3995,4353
280,2650,1542,3657
280,2650,2094,3926
280,2650,2244,3961
280,2650,2510,4038
280,2650,2651,4081
280,2650,2771,4076
280,2650,3074,4114
280,2650,3744,4228
280,2650,3947,4346
280,2650,4124,4400
280,2650,4507,4236
280,2700,434,2746
280,2700,650,3014
280,2700,1560,3591
280,2700,2156,3910
280,2700,2283,3923
280,2700,2549,3991
280,2700,2706,4030
280,2700,2814,4034
280,2700,2970,4061
280,2700,3108,4073
280,2700,3358,4035
280,2700,3831,4219
280,2700,3931,4283
280,2700,4118,4164
280,2700,4402,4419
280,2700,4555,4297
280,2750,289,2104
280,2750,389,2306
280,2750,420,2375
280,2750,637,2687
280,2750,1388,3543
280,2750,2229,3923
280,2750,2376,3944
280,2750,2609,3973
280,2750,2769,4047
280,2750,2884,4026
280,2750,3203,4102
280,2750,3918,4225
280,2800,362,2184
280,2800,1617,3591
280,2800,1938,3720
280,2800,2293,3898
280,2800,2431,3952
280,2800,2668,3927
280,2800,2839,4036
280,2800,2943,3999
280,2850,400,2110
280,2850,522,2246
280,2850,736,2620
280,2850,885,2883
280,2850,1612,3517
280,2850,2361,3884
280,2850,2746,4015
280,2900,333,1927
280,2900,498,2144
280,2900,709,2499
280,2950,659,2338
280,2950,1622,3367
280,3050,78,6141
310,800,1068,3080
310,800,1361,3463
310,800,1840,3707
310,900,336,2452
310,900,1024,3112
310,900,1224,3230
310,900,1348,3443
310,900,1516,3695
310,900,1736,3783
310,900,1835,3769
310,900,2126,3954
310,900,2312,3968
310,900,2487,4159
310,900,2782,4209
310,950,1027,3309
310,950,1225,3445
310,950,1596,3775
310,950,1808,3962
310,950,2445,4185
310,950,2650,4236
310,950,3543,4478
310,1000,929,3221
310,1000,1127,3380
310,1000,1228,3475
310,1000,1395,3760
310,1000,1603,3782
310,1000,1747,3905
310,1000,1882,3924
310,1000,2019,4011
310,1000,2413,4233
310,1050,745,2948
310,1050,881,3199
310,1050,1644,3895
310,1050,1858,4074
310,1050,2119,4162
310,1050,2369,4237
310,1100,706,2933
310,1100,1036,3482
310,1100,1281,3730
310,1100,1648,3919
310,1100,1775,3973
310,1100,2329,4230
310,1100,2508,4355
310,1100,2818,4350
310,1100,3045,4360
310,1100,3987,4633
310,1150,679,3063
310,1150,837,3240
310,1150,996,3437
310,1150,1262,3704
310,1150,2293,4240
310,1150,3509,4450
310,1200,470,2524
310,1200,786,3283
310,1200,999,3528
310,1200,1223,3712
310,1200,1469,3780
310,1200,1741,3921
310,1200,2201,4492
310,1200,3609,4474
310,1250,353,2466
310,1250,865,3320
310,1250,964,3472
310,1250,1761,4276
310,1250,2126,4468
310,1300,455,2526
310,1300,3861,4501
310,1400,936,3623
310,1400,1042,3137
310,1400,3048,4497
310,1400,3585,4742
310,1400,3931,5068
310,1500,1828,4267
310,1600,1349,3758
310,1700,2369,4284
310,1750,512,2531
310,1800,2646,4248
310,1850,1290,3850
310,1900,497,2714
310,1950,1249,3774
310,2000,439,2273
310,2000,2523,4542
310,2100,2913,4507
310,2150,2815,4787
310,2150,3016,4882
310,2250,517,2765
310,2250,1186,3474
310,2250,1507,3763
310,2250,2008,4082
310,2250,2272,4086
310,2250,2470,4100
310,2250,2829,4171
310,2250,3459,4315
310,2350,461,3007
310,2350,788,3215
310,2350,957,3354
310,2350,1069,3444
310,2350,1415,3594
310,2350,1878,4019
310,2350,2149,4089
310,2350,2362,4169
310,2350,2530,4257
310,2350,2676,4354
310,2350,3155,4355
310,2350,3626,4527
310,2400,659,3165
310,2400,844,3373
310,2400,1054,3534
310,2400,1283,3623
310,2400,1379,3640
310,2400,1450,3669
310,2400,1851,3954
310,2400,2120,4041
310,2400,2243,4028
310,2400,2346,4091
310,2400,2512,4242
310,2400,2648,4289
310,2400,2839,4285
310,2400,3233,4536
310,2400,3868,4619
310,2450,654,3060
310,2450,1063,3495
310,2450,1296,3592
310,2450,1503,3766
310,2450,1674,3855
310,2450,1864,3969
310,2450,2016,3953
310,2450,2107,4022
310,2450,2237,4018
310,2450,2327,4090
310,2450,2479,4187
310,2450,2632,4235
310,2450,2921,4292
310,2450,3209,4415
310,2450,3725,4615
310,2550,902,3512
310,2550,1128,3504
310,2550,1358,3643
310,2550,1486,3704
310,2550,1919,3981
310,2550,2122,4014
310,2550,2331,4038
310,2550,2484,4122
310,2550,2618,4143
310,2550,2746,4183
310,2550,2914,4231
310,2550,3613,4428
310,2550,4131,4536
310,2650,401,2686
310,2650,495,2890
310,2650,644,3126
310,2650,874,3340
310,2650,1190,3598
310,2650,1624,3793
310,2650,1994,3961
310,2650,2148,3992
310,2650,2402,4039
310,2650,2549,4071
310,2650,2655,4095
310,2650,2959,4117
310,2650,3642,4177
310,2700,504,2864
310,2700,1005,3445
310,2700,1315,3547
310,2700,1674,3717
310,2700,2048,3959
310,2700,2203,3983
310,2700,2454,4042
310,2700,2601,4089
310,2700,2706,4077
310,2700,2911,4101
310,2700,3006,4074
310,2700,3185,4299
310,2700,3706,4167
310,2700,4211,4224
310,2750,485,2768
310,2750,625,2943
310,2750,1120,3528
310,2750,2122,3949
310,2750,2268,3958
310,2750,2511,3992
310,2750,2674,4038
310,2750,2779,4072
310,2750,3060,4074
310,2750,3637,4209
310,2750,3760,4217
310,2750,3967,4221
310,2750,4242,4220
310,2800,1303,3529
310,2800,1453,3544
310,2800,2201,3884
310,2800,2327,3861
310,2800,2585,3982
310,2800,2745,3980
310,2800,2843,4010
310,2800,3157,4055
310,2850,439,2186
310,2850,815,2994
310,2850,1423,3447
310,2850,2270,3863
310,2850,2419,3912
310,2850,2657,3992
310,2850,2803,3964
310,2850,2914,4016
310,2900,184,1885
310,2900,360,2309
310,2900,1445,3379
310,2900,2139,3663
310,2900,2339,3797
310,2900,2473,3894
310,2900,2691,3857
310,2950,468,2134
310,2950,1513,3391
310,3000,401,1980
310,3000,810,2635
310,3000,935,2773
340,800,625,2903
340,800,1117,3157
340,800,1376,3577
340,800,1636,3784
340,800,2466,3897
340,900,1241,3308
340,900,1931,3855
340,900,2510,4093
340,1000,738,2750
340,1000,877,2950
340,1000,996,3170
340,1000,1200,3391
340,1000,1446,3506
340,1000,1828,3975
340,1000,2137,4157
340,1000,2460,4230
340,1000,3013,4540
340,1000,3600,4477
340,1100,777,2998
340,1100,863,3150
340,1100,954,3388
340,1100,1711,3898
340,1100,1847,3971
340,1100,2105,4143
340,1100,2392,4203
340,1100,3156,4347
340,1100,4000,4609
340,1150,651,2934
340,1150,714,2961
340,1150,823,3146
340,1150,1084,3529
340,1150,1341,3696
340,1150,1605,3849
340,1150,2351,4230
340,1250,559,2574
340,1250,745,3074
340,1250,838,3270
340,1250,1044,3441
340,1250,1354,3761
340,1250,1536,3651
340,1250,2276,4372
340,1250,3545,4310
340,1300,685,3061
340,1300,883,3390
340,1300,1025,3580
340,1300,1697,4361
340,1300,2230,4421
340,1300,2560,4514
340,1300,3450,4717
340,1400,3170,4753
340,1450,1094,3719
340,1450,1914,4453
340,1450,3863,4678
340,1450,4412,4596
340,1500,595,3094
340,1500,1356,3572
340,1500,1670,3931
340,1500,3162,4739
340,1500,3560,4555
340,1550,1422,3759
340,1600,246,2491
340,1750,142,2184
340,1800,3406,4621
340,1900,4393,4204
340,1950,683,3379
340,1950,1285,3714
340,2000,2247,4616
340,2000,2526,4690
340,2000,2678,4761
340,2000,2807,4819
340,2100,2292,4609
340,2100,2534,4682
340,2100,3606,4657
340,2100,3867,4740
340,2150,2199,4736
340,2150,2629,4815
340,2150,2769,4927
340,2250,1252,3602
340,2250,2083,4214
340,2250,2254,4284
340,2250,2375,4345
340,2250,3065,4838
340,2300,925,3337
340,2300,1415,3594
340,2300,2395,4343
340,2300,2875,4470
340,2350,711,3248
340,2350,886,3312
340,2350,1048,3393
340,2350,1205,3439
340,2350,1918,3994
340,2350,2066,4121
340,2350,2136,4158
340,2350,2338,4216
340,2350,3091,4306
340,2350,3359,4415
340,2350,3704,4666
340,2400,872,3357
340,2400,1119,3476
340,2400,1410,3709
340,2400,1859,3933
340,2400,2091,4060
340,2400,2218,4067
340,2400,2458,4369
340,2400,3391,4416
340,2400,3692,4613
340,2400,3846,4614
340,2450,870,3450
340,2450,1028,3524
340,2450,1170,3498
340,2450,1289,3575
340,2450,1413,3773
340,2450,1826,3964
340,2450,2044,4019
340,2450,2180,3997
340,2450,2325,4144
340,2450,2442,4274
340,2450,2562,4259
340,2450,3223,4463
340,2500,786,3353
340,2500,979,3458
340,2500,1162,3556
340,2500,1327,3631
340,2500,1445,3808
340,2500,1778,3954
340,2500,1824,3986
340,2500,2040,4041
340,2500,2172,4056
340,2500,2265,4103
340,2500,2404,4164
340,2500,2547,4196
340,2500,2849,4324
340,2500,3548,4598
340,2500,3707,4623
340,2500,4349,4734
340,2550,340,2526
340,2550,454,2820
340,2550,1071,3530
340,2550,1217,3605
340,2550,1837,4015
340,2550,2055,4038
340,2550,2272,4117
340,2550,2422,4154
340,2550,2537,4176
340,2550,2823,4219
340,2550,4367,4564
340,2600,617,3197
340,2600,681,3254
340,2600,784,3445
340,2600,949,3508
340,2600,1122,3583
340,2600,1232,3658
340,2600,1484,3802
340,2600,1861,3989
340,2600,2083,4041
340,2600,2292,4083
340,2600,2441,4126
340,2600,2562,4161
340,2600,2869,4128
340,2600,3586,4282
340,2600,3919,4491
340,2600,4053,4375
340,2600,4370,4276
340,2650,1011,3582
340,2650,1132,3568
340,2650,1911,4019
340,2650,2069,3997
340,2650,2332,4045
340,2650,2484,4104
340,2650,2581,4117
340,2650,2873,4112
340,2650,3494,4226
340,2650,3631,4236
340,2650,3811,4265
340,2650,4408,4163
340,2700,772,3412
340,2700,936,3511
340,2700,1077,3543
340,2700,1209,3597
340,2700,1964,3989
340,2700,2121,4013
340,2700,2371,4048
340,2700,2515,4093
340,2700,2623,4080
340,2700,2914,4061
340,2700,3765,4240
340,2700,3893,4310
340,2700,4427,4287
340,2750,339,2446
340,2750,482,2741
340,2750,2038,3974
340,2750,2182,4000
340,2750,2436,4030
340,2750,2567,4075
340,2750,2675,4066
340,2750,2971,3985
340,2750,3221,4186
340,2750,4353,4304
340,2850,2192,3927
340,2850,2593,4092
340,2850,2843,4126
340,2850,3154,4149
340,2900,261,1953
340,2900,740,2885
340,2900,1385,3446
340,2900,2269,3955
340,2950,2854,4182
340,3000,1100,3291
340,3000,3482,4418
340,3050,3228,4234
340,3100,2871,4077
340,3100,3310,4169
340,3100,3413,4258
340,3150,1357,3531
340,3150,2906,4039
340,3150,3352,4184
340,3200,836,2895
340,3200,2502,4036
340,3250,2983,4614
370,800,411,2108
370,800,494,2447
370,800,1065,3101
370,800,1376,3912
370,800,2024,4532
370,800,2485,3996
370,850,1113,3123
370,850,1279,3205
370,850,2515,4031
370,850,2886,3960
370,900,1083,3005
370,900,1266,3309
370,900,1342,3284
370,900,1473,3442
370,900,1901,3824
370,900,2228,3962
370,900,2505,4027
370,900,2681,4105
370,1050,861,2987
370,1050,1010,3217
370,1050,1252,3576
370,1050,1671,3760
370,1050,1796,3808
370,1050,1952,3922
370,1050,2123,4079
370,1050,2208,4144
370,1050,2454,4185
370,1050,2821,4213
370,1050,3767,4547
370,1100,661,2768
370,1100,929,3161
370,1100,1190,3585
370,1100,1389,3720
370,1100,1635,3852
370,1100,2091,4015
370,1100,2185,4094
370,1100,2425,4186
370,1100,2610,4234
370,1100,3428,4297
370,1150,757,2931
370,1150,864,3077
370,1150,1074,3417
370,1150,1184,3561
370,1150,1629,3886
370,1150,1712,3894
370,1150,1824,3942
370,1150,2399,4201
370,1250,537,2618
370,1250,768,3027
370,1250,1119,3565
370,1250,1560,3794
370,1250,2370,4161
370,1250,3631,4605
370,1300,777,3219
370,1300,992,3387
370,1300,1530,3760
370,1300,1611,3776
370,1300,2467,4270
370,1400,930,3469
370,1450,521,2757
370,1450,2059,4234
370,1500,4867,4604
370,1600,483,2554
370,1650,404,2326
370,1700,5106,4738
370,1750,3293,4361
370,1800,872,3223
370,1850,3508,4622
370,1900,2701,4238
370,1950,870,3215
370,2050,798,3192
370,2050,3864,4790
370,2100,534,2992
370,2100,1382,3711
370,2100,2183,4604
370,2100,2466,4715
370,2100,2943,4925
370,2150,1127,3581
370,2150,1705,4301
370,2150,2149,4590
370,2150,2476,4558
370,2150,2655,4707
370,2200,1161,3732
370,2200,2644,4629
370,2400,688,3188
370,2400,879,3327
370,2400,1029,3408
370,2400,1600,3854
370,2400,1803,3946
370,2400,3695,4630
370,2450,906,3386
370,2450,1129,3564
370,2450,1376,3822
370,2450,1724,3957
370,2450,1778,3974
370,2450,2029,4008
370,2450,2381,4025
370,2450,3766,4967
370,2500,463,2951
370,2500,858,3317
370,2500,1093,3502
370,2500,1440,3813
370,2500,1776,3992
370,2500,1931,4028
370,2500,2015,4023
370,2500,2248,4143
370,2500,2426,4241
370,2500,2545,4236
370,2500,2848,4384
370,2500,3231,4416
370,2500,3653,4481
370,2500,3824,4414
370,2550,853,3401
370,2550,975,3402
370,2550,1217,3601
370,2550,1773,4021
370,2550,2036,4023
370,2550,2244,4081
370,2550,2408,4132
370,2550,2529,4177
370,2550,2823,4217
370,2650,650,2987
370,2650,764,3161
370,2650,929,3459
370,2650,1041,3531
370,2650,1855,3989
370,2650,2079,3986
370,2650,2284,4083
370,2650,2434,4112
370,2650,2681,4109
370,2650,2842,4034
370,2650,3609,4245
370,2650,3803,4356
370,2650,4424,4474
370,2700,777,3335
370,2700,1009,3498
370,2700,1143,3571
370,2700,1914,3983
370,2700,2065,3971
370,2700,2140,4008
370,2700,2320,4041
370,2700,2469,4096
370,2700,2577,4111
370,2700,2720,4055
370,2700,2876,3990
370,2700,3680,4124
370,2750,303,2407
370,2750,577,3017
370,2750,1070,3515
370,2750,1452,3652
370,2750,1582,3786
370,2750,1825,3916
370,2750,1981,3999
370,2750,2130,3975
370,2750,2208,4005
370,2750,2323,4033
370,2750,2384,4039
370,2750,2522,4081
370,2750,2619,4158
370,2750,3349,4178
370,2800,496,2686
370,2800,586,2986
370,2800,688,3109
370,2800,1064,3449
370,2800,1466,3649
370,2800,1665,3841
370,2800,2045,3985
370,2800,2204,4026
370,2800,2444,4103
370,2800,2588,4111
370,2800,2686,4157
370,2800,2968,4158
370,2800,3700,4222
370,2850,363,2496
370,2850,620,2857
370,2850,1160,3501
370,2850,1416,3576
370,2850,1533,3653
370,2850,1775,3892
370,2850,2125,4035
370,2850,2267,4061
370,2850,2340,3965
370,2850,2520,4089
370,2850,2659,4160
370,2850,2761,4174
370,2850,3055,4199
370,2850,3499,4185
370,2850,3739,4235
370,2900,476,2549
370,2900,703,2889
370,2900,812,3081
370,2900,1117,3383
370,2900,1390,3520
370,2900,2207,4009
370,2900,2339,4044
370,2900,2589,4126
370,2900,2735,4184
370,2900,2859,4185
370,2900,3001,4204
370,2900,3164,4259
370,2900,3797,4407
370,2950,584,2507
370,2950,803,2910
370,2950,2273,3969
370,2950,2427,4045
370,2950,2671,4153
370,2950,2801,4193
370,2950,2945,4214
370,2950,3220,4360
370,2950,3959,4459
370,3000,368,2072
370,3000,661,2524
370,3000,1838,3646
370,3000,2217,3732
370,3000,2865,4229
370,3000,3014,4212
370,3050,466,2290
370,3050,657,2490
370,3050,2372,3957
